,sentiment,target,kfold
313, samimiyet dogaligi güzel cezbet film,negative,0
314, rol güzel oyna taktik kare zeka düzey normal asa ol hisset yan düşün zeka düzey geri ol mi forest grup mi izle bekle bil,positive,0
315, tartismasiz kült film,positive,0
316, film puan aldan izle derimbeklentilerimi karsilamadi,negative,0
317, iğrenç film,negative,0
318, film ilginç gel sıra yaratık film fark duruyorbide gerçek hikaye esinle söylüyormileti gazla güzel taktik,negative,0
319, hayat izle güzel dergi film,positive,0
320, mutlaka izle sağlam yapım,positive,0
321, cüneytarkin film ol kal feci sacmalamislar kayıp ver ekip bol,negative,0
322, film beğen beraber yıldız oyun ali prodüksiyon teşekkür borç biliyorumfilm vasati alt kal büyük bil ol film göz at değer kiliyorbegenmedim,negative,0
323, kelime zaman kayıp,negative,0
324, gir jenerik ezel dizi ilham ol gerilim film,positive,0
325, izle hareket küfür film eğlence özelik çin mahalle otobüs iç kız komik,positive,0
326, tavsiye et film hüsran yasa,negative,0
327, film güzeldiaksiyon sahne sev ideal filmdiayrica türk izle film ol düşün,positive,0
328, film müzik kötümakyaj oyun kötüsahneler basit sonuç ol vasat film,negative,0
329, süper film bayıl film herhalde SMILEYPOSITIVE seyret akla,positive,0
330, derya baykal aydın seda say izle iyi1dakikabile izle degmezyazik sadaka otur izle bide,negative,0
331, korkunç film bit bil hala gel,negative,0
332, konu romantik erotik ol yer ol romantik aile giyim,negative,0
333, amerikan parti izle izle film kötü steve step yer yer vur hak et boş vakit izle genç,negative,0
334, sik inanılmaz antik hata dolu filmsaçma öte,negative,0
335, efekt amerikalı dünya kurtar yap kepazelik kal il smithuzaylilar dünya istila et adam puro dert havali konuş falan yuh seher yaz yaz gerçek il smith lider taklit sakin,negative,0
336, bas son boş lüzumsuz yaramaz film boy zaman kayıp izle pişman ol,negative,0
337, kelime izle güzel filmolaylar düşün trajik ayni zaman espri anlatım ver dayanıklı insani an duygusalastiriyorizlemeyenler gösterim kalk muhakkak izle düşün,positive,0
338,,negative,0
339, harbi kurt vadi dizi bil ütopik kaç izle adam abd iç açık sergile cesaret türk kork helal,positive,0
340, kast tan yıldız karma sırf antonio izle bay güzel film,positive,0
341, kaç izle bil gerçekten film olay bayati arastirmistim gerçek yansı tarih film,positive,0
342, bugün duygusal film hakikaten güzeldibaya anla diyebilirimfarkli konu sıra romantik film degilbegendim,positive,0
343, film vizyon gir gün giyim gerçekten git film git boyut git gerçekten memnun kalicaksiniz,positive,0
344, film puan al artık yuh,negative,0
345, etkile film beyin karıncalan güzel harika kurgu müthiş oyun üzer,positive,0
346, film zaman hayat sistem çıkar aile ilişki hayret et izle halime üretim,positive,0
347, ağla gül film muhteşem izle türk film türk aile basari şekil beyazperdeye aktar anla sahne gözyasimin sicakligini hisset asabiye in gerçek muhteşem film,positive,0
348, film gerçekten sik puan fazla uzunluk,negative,0
349, harika film beatiful,positive,0
350, güzel film ol enteresan film,positive,0
351, harika film özelik ingiltere hal sevin sevin kral böle müzik harika eşya boru,positive,0
352, film karantina filmikendisinin hitap etmiyoreger korku side film sev film kaçır,positive,0
353, arkadaş düşün git film kesinlikle izle seyirci bay sars özelik final,positive,0
354, kesinlikle kötü filmherseyiyle kötü,negative,0
355, film al pano robert ciro ikili büyük heyecan al al olay basit bil konu bekle hayalkirikligina uğra büyük hesaplaş yan geç,negative,0
356, kurgu mükemmel final muhteşem mutlaka izle film,positive,0
357, kötü ol film gerçek idibunda yar eh iste yar izle kötü film dönüsüyoryazik,negative,0
358, afis film ön geçmiş teknik ol güzel çek senaryo anlatım um bul hayal lirik ol film ahmet mümtaz taylan basari isim,negative,0
359, yaz güzel yorum git film gerçekten sik güzel oyun senaryo kötü basit zaman bit git bekle film boyunca para yazık,negative,0
360, gerçekten sinema izle fil hata dvd şüpheli pazar gün yada aksam cani sikildiginda izle sıra film,negative,0
361, sunu söleyeyimparanizi borsa ver olursunuzfilm çocukça nicole oyna ol film götür kesinlikle git,negative,0
362, saban film komik ol yap göz sev halka karsilastirin bak zaman anla eleştir türk korku film rezalet başka,negative,0
363, film zekice büyük ustalıkla hazirlanmis şekil hazirlanisi etkile kelime muhteşem film tavsiye et üzer,positive,0
364, film beğen alt tarz film sıcak ol kaynaklaniyorpuan ol ver yeni gör tür sev arkadaş panik referans ol al,negative,0
365, gerçekten kalite film ev sanayi izle zevk ol,negative,0
366, puan ver ol ver dilek kötü film,negative,0
367, vincent cansel mükemmel oyun film hayran etipart merak bekle,positive,0
368, joker dil ver basit sıra aksiyon film bat dünya fark,negative,0
369, harika harika il smith harika mutlaka izle,positive,0
370, forest grup şimdiye yazilmis senaryo biridirbunlar forest grup fiyat club fazla puan ol ver SMILEYPOSITIVE,positive,0
371, vampir sevgi varis arkadaş sektör yer gök vampir film olduartik tekrarlamaktanremake öte git hollywood son gözde,negative,0
372, merhaba hostes tür ara basari korku filmiherkesin izle tavsiye et özelik japon göz çık ora izle film genel arkadaş kapa bagirmasindan izle gerçekten güzel film,positive,0
373, film film süper,positive,0
374, izle heyecanlandirmamisti gerçekten vasat film,negative,0
375, yasa ol etkileyicifilmin son olay yasemin asil kahraman fotografini gör bay kötü ol,positive,0
376, arkadaş film güzel uzun zaman korkugerilim bekle kişi ilaç gel john kus oyun mide su an puan yaklaş ödül aday izle değer kısacası,positive,0
377, sinema çiktigimda uzun süre git gülümse kal güzel,positive,0
378, mükemmel film gerçekten performans senaryo açık yönetmen laf cola in el el kamera ver film yap yaptigi film dil film ol,positive,0
379, enfes,positive,0
380, izle romantikkomedi film ol söyle tür güzel film,positive,0
381, maalesef bayram çek film ol özelik çocuk sinema hüküm et bayram zaman kitle para kazan iste orta saçma film çık,negative,0
382, güzel belgesel gerçekten film izle iste başka film bakmalisiniz,negative,0
383, film gerçekten gül anla iste tür komedi film adam gece gel kunduz gül gir enteresan güzel,positive,0
384, morgan ferman müthiş film,positive,0
385, son zaman izle izle anlam ver filmkesinlikle kötü film,negative,0
386, kesinlikle güzel film film kahramanimizin öl film realist yap basari yapıt ol,positive,0
387, film imkb puan izle pul fitin ol izle yıl yıl evet,positive,0
388, film begenmedimsözüm film beğen anlamamistir arkadaş kari ol film kesinlikle anladimzaten matah birey yokla ırmak giyim film güven lazım,negative,0
389, akil manti kenar bırak eğlence film,positive,0
390, kelime dök film bol bol patla efekt iç uzay robot dost amerikalı kurtaricilarimizi ayni kare gör bak hayat buçuk sat uğur,negative,0
391, film dün giyim güzel sürükleyici etkile son bekle seki zekice tasarla gerçeküst değer karar kulanilmis tavsiye et kesinlikle,positive,0
392, gerçekten etkile film oyun robert ciro michel peri harika kitabi oku film puan ver film son müthiş,positive,0
393, kamera arka çalış telaş montajla telaş vizyon sok mta yak görkem yar belgesel sunum bura,negative,0
394, beğen film ton türk film gösterim git,negative,0
395, film müsamere benze fazla yorum yap hayat seyret film,negative,0
396, arkadaş film çek gün giyim iste bulamadimhe sahne efekt falan güzel kurgu ol saçma gel sar benitabi bilirsinizöyle büyük umut git,negative,0
397, aksiyon dolu film konu bakimindanda güzel gerçekten izle film mutlaka izle kötü film,positive,0
398, film hak et harika göğüs saygı duy anlam güzel tabi sahne abartı başka,positive,0
399, film sanatsal oyun olumlu sakin izle zemin boa harca film yönetmen gaz ol film mi bil,negative,0
400, kelime inanılmaz film yıl gelir yapım hala izle biran bul cali cd sini,positive,0
401, rezalet para zaman yazık otur ev yaprak döküm izle,negative,0
402, izle film çek film saat ver geçir film,positive,0
403, sinema ol yeryüz ol dogmatik doğ kör ol ol su film gör hayati büyük hamasi,negative,0
404, gerilim yasadimgerilim sev,positive,0
405, film yasin royal basari güzel beğen özelik aksiyon sahne güzel tavsiye et,positive,0
406, kadro oyun söyle sözmükemel,positive,0
407, film,positive,0
408, gerçekten tatil film izle hala etki an yasa halime götür süper,positive,0
409, vasat film aston sever buçuk yanlış bul film onlarca hata hata göz batiginda film adi soğu,negative,0
410, beğen berbat film,negative,0
411, zaman hala film mi çek anla,negative,0
412, düşün duygusal birlik izle fayda,positive,0
413, sik film bale imren orman nefret et,negative,0
414, film film uzun ol aglayabilirdimbi ara film ol unut ayak kal film güzel yer düzgün sahne film elestirikötü yön yap adam ani varis film dizi ol,positive,0
415, beğen gerçekten fantastik hadi an son gel bekle hata yer hız geç sabirsizliktan gerçek ol insan güzel duygu birik,positive,0
416, islamiyet doku anlat bek alan yapilmis film,positive,0
417, cikarilacak ders animasyon degildirdespero an fazla mesaj ver alisa başar film ol,negative,0
418, erbakan ilgisizlik yerli otomobil üre fikir alt yeni hazırla say erk isim geç büyük ayıp yapimcilari,negative,0
419, film beğen senaryo gerçek dizi ol güzel oyun bakım zengin film öneri romantik aksiyon macera dolu film izle favori ara gir,positive,0
420, basari yapım insani kani don sahne,positive,0
421, kötü film ciddi al vali abuk sahne komik ol tersinesonuna sabret basari say,negative,0
422, yukarı yorum dil amerikan konsolosluk koruma cemil cümle asker an çatış çık bekle ol izle lima yazık et kendisinefilmi yaz türkiye gez,negative,0
423, görsel anime teknik açı kesinlikle puan hakket boş vakit izleyebilirsinizpuanina aldanış büyük beklenti izle,negative,0
424, side tesir amaç yap psikolojik rahatsızlık sahip ol kitle hitap et boş filmkesinlikle iğrenç amaç,negative,0
425, tom hanksin film kötü ol gör kelime mükemmel,positive,0
426, anlamadigim film beğen güzel yap al sakin film bahset muhteşem başyapıt kesinlikle degilbasyapit izle iste mart ayin bekle partili,negative,0
427, yıl izle basit film film puan yüksek ol sasirdimaksiyon ad sahne başka birey yokvakti bol merak arkadaş iz tavsiye et film ver fazla saygı,negative,0
428, türk sinema basari eser birikim gül aglatiyorfilmdeki karakter islenmisfilm yakin tarih darbe zaman elestiriyorizlenmesi film,positive,0
429, bekle alt tempo düşük film çek ortayaözelikle oyun dizi oyna karakter çizgi oyna sik,negative,0
430, kitabi oku film izle film kitabi ortak nokta genel öge dil film izle izle ol düşün,negative,0
431, hala izle kesinlikle izle film ol diyorumhayatim boyunca izle film herhaldekesinlikle etkile klasik basyapitkaçirmayin arkadaş,positive,0
432, film laf geçen film başyapıt mutlaka izle izle kutu çikolata ali,positive,0
433, çakan ırmak film tane kelime süper dizi çember gül oy bayiliodum son muhteşem bit izle türk film tane anla kalp ol lazım SMILEYPOSITIVE,positive,0
434, bugün giyim film gerçekten güzel film olmussürükleyici heyecan doz yüksek beton eryaman oyun sergile film müzik gerçekten etkile,positive,0
435, gözyaslarinizin aktif anla ağla mi gül mi,positive,0
436, oyun sahne müzik yazık televizyon izle tayin çikaramadimsagolsun film göster kanal reklam gir,positive,0
437, kelime son zaman izle kötü korku film biriyditürün sev film genel ol lise uzak yorum ol gör istedimfilm merak uyandirici gir vasat geliş kötü final sahip,negative,0
438, film büyük yapilmis gençlik komedi benze ali kebap üst şişhane nitelen saçma alakasız yapım eğlen duygulandirabilen basit is ol,negative,0
439, mükemmel film,positive,0
440, estetik zeka düello macera iste film basın son konuş sahnele iç film sonuç etki et kare yüzlerce ayin sonuç birleş güzel film izle,positive,0
441, film izle sik film sik son değişik hal al başla final guzeldiizlenicek güzel film film git,negative,0
442, tom hans muhteşem abd arda oscar al kanitlamis oyun film etki komedidram film sahne muhakkak akıl kal cins çarp sert film sade anlatım güç etki sağla,positive,0
443, film güzel koca film kişilik kadro geçiş sik değ genel adam balina ol götür film izle film,positive,0
444, fantastik film sev hata önyargili diyebilirimama filmsicak film sıkıl izle sürükleyici film izle,positive,0
445, güzel filmizlemeyenler mutlaka izle pişman olmayacaklardirçok uzun zaman izle hala hatirladigim güzel film,positive,0
446, kötü yorum aldanış izle et arkadaş yer saçma gör aksiyon terzi sev sadet tavsiye ederimmutlaka izle,positive,0
447, kelime mükemmel film izle ayak yer kes mükemmel duygu iç kaliyorsunuzayrica film müzik mest etiler yasa hitap et ailece ekle izle kesinlikle arşiv ekle film,positive,0
448, gerçekten güzel film kan vahşet sahne fazla detay in ciddi film,positive,0
449, film güzel drahmi hazirlanmis be filmatalarimizinbayraklarindankat be kat güzel son hazirlanmis film,positive,0
450, kesinlikle film puan izle film romantik komik masalsı arkadaş git etki getir düşün,positive,0
451, parti melek oyun sahil bikini görev tehlike oyun gülümse bol aksiyon ali sonuç film ol,negative,0
452, basari filmdikomedi fantastik heyecan ara ver film robert ciro büyük oyun ol kanıt oyna,positive,0
453, tür sıra örnek tür fazla rastla sürükleyici film normal seri kati film bil film ol orta çıkar film değişik senaryo çek kars izle film,positive,0
