sentiment,target
"zaman kaybi, kurgu sifir..soysuzlar çetesini izleyin...",negative
tek kelimeyle muhtesem bir film insani derinden etkiliyor kimi zaman aglatip kimi zaman güldürüyor .insanin gerçekten izledikten sonra çok sey bulacagi bir film tom hanks harika bir aktör bu filmde bunu bir kez daha gösteriyor kesinlikle izlenmeli.,positive
"gidiklasalar daha fazla gülerdim,ya bilmiyorum o kadar amerikan filminden sonra komik gelmiyo,yapmacik hareketler,igrenc gülüsler,yok bize dramalar yakisiyo ama komiklik gercektende cem yilmaz,yilmaz erdogan ,beyaz in tekelinde galiba",negative
"nasil bu kadar ödül almis bu film, anlayamadim!!!sikintidan patlamistim izlerken.",negative
"çok kötü bir film, hikaye yok , oyuncular kötü , görsel efektler bile kötü.",negative
tam anlamiyla mükemmel bir film herkesin gitmesini siddetle tavsiye ediyorum. filmi dün izledim ve bidaha gitmeyi düsünüorum bir çok sinemaya gittim ama bunun gibisini ne duydum nede izledim çok piskolojikkkk bir film o amerika sokaklarinin bombos olmasi insanin tüylerini dikeltiyo.,positive
sabirsizlikla bekledigim film bu olamaz....,negative
"olmadi yaa,bu kadar kan,vahset!gerçek hayattan alinmis olmasi bende ilgi uyandirmisti ama hiç begenmedim.sonuna kadar nasil dayandim hala bilmiyorum....",negative
çok fazla film izleyince artik bazi filmlerin degerini daha iyi anliyor insan..o bazi filmlerden biri de bu olsa gerek..4-4 lük bir yapim,positive
bence film igrenç olabilir ama bir hayal ürünü degil gerçek bir olay bence gayet ilgiçn.,positive
izlerken sikilmayacaginiz güzel bir film.,positive
tam bir saçmaliktam bir acemilik.,negative
kaçirmayin eger o gün moraliniz çok bozuksa hemen bir sinemaya gidin izledikten sonra keyfinizin yerine gelecegini garanti ediyorum..,positive
ya hadi kendi filmimizle filan dalga geçmeyelim filan diyoruz ama uzay aracinda yan sanayide kaynaklandigi belli olan dikiz aynasininn ne isi var kardesim..bi de cüneyt arkinin dövdügü uzaylilar o peluslarin çiinde çok pismisler midir acaba günesin altinda onuda merak ediyorum..,negative
böyle komedi filmi olurmu inanmak güç paraya ve zamana yazik.,negative
arkadasalrimin fikirlerine katiliyorum.harika bir yapit..,positive
nedir bu? saka mi ?.,negative
fazla sikici.. oscar adayligi koca bi soru isareti...,negative
sunu söylemek istiyorum bu film izlenmesin diye kasitli yapilan elestirilere kulak asmayin ve mutlaka izleyin.gerçekten çok basarili bir film.eksikleri var elbette.zaten hangi filmde yokki?biraz aceleye geldigi söylenebilir ama yine de çok basarili.izleyin ve görün..,positive
demek ki bu kadar kötü bir film de yapilabiliyormus...,negative
kliselerle yüklü çok siradan bir amerikan filmi..ne oyunculuklar ne aksiyon kurtarabiliyor..paranizi ve zamaninizi harcamaya degmez .,negative
film bekledigim gibi çikmadi malesef 10 üzerinden 3.,negative
"çok kötü bi film.sonunu zor getirdim.puanlama ile alakasi yok bence.sadece londrayi kusbakisi göstermek için çekilmis bi film.bos londra sokaklarinda nasil kosulur çok iyi ögrenebilirsiniz bu filmde.kurgu çok kötü,filmin sürükleyiciligi hiç yok.ben büyük hayal kirikligina ugradim..",negative
"film boyunca tristanin yaptiklari bencillikten öteye gitmiyor. filmi izlemeden beklentim çok mu yüksekti bilemiyorum, ama umdugumu bulamadim, birçok açidan eksik bir film olmus, sadece izlemek için izlenilebilir. .",negative
film ilerlerken insanin aklinda birsey kalmiyor ama sonundaki arda arda sasirmalar sizi bu filmi tekrar tekrar izlemeye yöneltecek.,positive
mel gibsonun irkçilik ruhuyla oynadigi bir film..,positive
süper bir film olmus herkese tavsiye ederim..,positive
imdb ve beyazperde puanina bakarak gittim bugün ve inanilmaz derecede sikildim. ki bu tür filmleri normalde seven biri olan ben bile dayanmakta zorlandim. paraniza yazik gitmeyin..,negative
"çok kötü,yazik...",negative
bence çok kötü berbat bir filmdi böyle vasat filmlerin neden çok reklami yapilir acaba'hicran sokaginin çok reklami yoktu ama bu filmden en az 25 kat daha güzel...,negative
beklenilenden kötü bir oyunculuk bir iki degisiklik ama klasik seanryo :/ final sahnesinin çalinti oldugnu da anlamadik degil .,negative
"film o kadar ki her seferinde gözleriniz doluyor.son sahnede herkes gibi sizde tekliflerini kabul et diyorsunuz yani o kadar filme baglaniyorsunuz ama mel yani walace. ""freedom"" diye bagiriyor ve final tek kelime ile mükemmel.bu filmi izlemeyen varmidir bilmiyorum...",positive
çok basarili bir film olmus..tavsiye ederim....,positive
harika bir film çok geç izledigim için üzgünüm siddetle tavsiye ederim.,positive
1. sinden birazdaha ii ama ilki çok kötüydü buda kötünün iyisi.,negative
güzel bir film izlenebilir.fakat konu son yillarda oldugu gibi ayni.yine virüs.sürükleyici ve heyecen verici yanlarida var tabi bence 9 puan.saygilar.,positive
"çok ilginç,çok akici bir film.yani planlari,akli,anlayisi inanilmaz.aslinda biraz hayan kaldim ne yalan söylim.izlenmesi gerekir.",positive
bekledigimden daha iyi cikan basarili bir yapim olmus..,positive
ben de çok begendim;çok iyi ve çok tempolu bir film.hele o animasyonlar unutulmazdi.helal yani;bu kadar düsük bütçeyle bu kadar iyi film de yapilirmis....,positive
ilk filmden sonra tam bir hayalkirikligi.,negative
müzikal ile pek aram yoktur ama senaryo iyi olursa izlerim(sweeney gibi) son derece klise ve basit bir senaryo.mesajlar cok yavan.kisacasi bana basarisiz bir film göründü .,negative
çok kötüydü.çok sikiciydi..,negative
bütün filmi yüzünüzde bir tebessümle izliyorsunuz.tom hanks in masum ifadesi de basrole cuk oturmus,positive
bu film bir copy paste ürünüdür. yani özgün bir film degil. bakiniz: children of a lesser god.yine de iyi seyirler..,negative
ulrich mühenin oyunculugu her zmanki gibi tartisilmaz..sebastian koch hayatimda gördügüm en karizmatik alman.. bu da filmi izleyip izlememe konusunda tereddütü olanlara naçizane tavsiye niteliginde olsun...,positive
cok komik bir film. daha ziyade safak sezer bu filmi film yapan. dram olmasa daha iyi olurdu. yinede izlenmeye deger:):),positive
kötü bir filmdi çok sikici hatta berbat.,negative
kesinlkle izlenmesi lazm.,positive
ev disinda harcama yaptan kaçinilmis tek bir mekanda geçen kisitli müzik ve görüntü açilari olan heyecansiz bir film aksiyon macera gerilim ve dram severler için para ve zaman kaybi oldugunu düsünüyorum .,negative
liste basi filmim yoruma gerek yok...10.,positive
film ilk basta soguk geldi bu kadar begeneni nasil almis çok sasirdim ama film ilerleyince anliyosunuz ki gerçekten mükemmel.sirlar sonradan açiliyor bir perde gibi ve altindaki cenneti sonradan fark ediyorusunuz..,positive
her ne kadar filmi yönetmese de filmin yapimcisi olan steven spielbergün isin içine gerekenden çok girdigi heryerden belli.uzaylilari vahsi bati hariç her yere indirmisti.bir tek burasi eksikti.onu da bu sayede tamamlamis oldu.yazik....,negative
bazi filmler vardir sinemada izlemeye degmez.. bazi filmler vardir cd si alinip evde bile izlenmez.. ancak bu filmi tv de verseler dahi izlenmez....,negative
filmin basinda sonunu tahmin edebileceginiz hiç akici olmayan kötü bir film filmin yarisinda çikalabilecek derecede kötü bu filmi sonuna kadar izleyen izleyicileri sabirlarindan ötürü tebrik etmek gerekir....,negative
bu filmi sinemada izledigimde henüz 5 yasindaydim fakat yine de duygulanip aglayabildim.. izledigim en güzel türk filmi diyebilirim.. .,positive
yasli kurt iyi döktürmüs....,positive
vampirli bir filme bu kadar güldügümü hiç hatirlamiyorum,negative
"izledigim en güzel fimlerden biri, hiç sikilmadan defalarca izleyebilirim herkese tawsiye ederim...",positive
jason stathom bence tam bu tür filmlerin adami bütün filmlerini izledim gerçekten izlenmesi gereken fir film.,positive
film fazla korkutmuyor ama germedigini söylemek imkansiz. bastan sona hiç bir sikinti yasamadan izleyebileceginiz bir film..,positive
"hollywood her dönemde farkli bir pazarlama stratejisi kullaniyor. keske bu filmi satmak için 'bazi' internet sitelerini kullanmak yerine, daha iyi bir is çikarmak için daha yogun çalissalardi. yazik....",negative
yumurta filmi ile çok benzeyen bi tarzi var.bence gereksiz ve tarafli bi film..,negative
sirf ali sürmeli var diye seyrettigim ama begenmedigim bir film.vermek istedigi mesaj yerine ulasmamis dar kaliplara sigdirilmis konuyu bir türlü açamamis.. ama yinede .,negative
"güzeldi,herzaman yapilan eserlere saygim vardir ama film eksikti yani olay direk öldürmeyle baslamis biraz kurgu olabilirdi ve birden bitmeyebilirdi....",positive
guzel bir film degisik bir havasi var konusu basit ama ilginç ötesi birsey,positive
"yorgun bir günün aksaminda büyük bir heyecanla gittim filmi izlemeye.fragmanlar göz alici,oyuncular kaliteli...ama film tam anlamiyla vasat bir film.ne görsel efektler ne konu ne anlatim tarzi,hiç biri cezbetmedi beni....",negative
senaryosu cok kötü insani tatmin etmiyoo hala aklimda soru isaretleri var ben bu filme 2 kere gittim :s müzikler güzel ancak cagan irmaktan böyle bi film kesinlikle beklemezdim.ayni filmi abdullah oguz yapsa neler olurdu tahmin edebiliyorum.....,negative
merakla ve heyecanla vizyona girmesini bekledigim filmlerden biri kadroyu çok uygun buldum umarim film beklentimi karsilar..,positive
"izlenmesi gereken gizemli , insani hayretlere düsüren bir bas yapit tavsiyeederim.",positive
magneto daha dogrusu sir ian mckellen dolayisiyla kötü olsada izlerim yani.... da vincinin sifresinde rektör ve yüzüklerin efendisinde gandalf rolüne yakismisti magneto rolüde ona yakismis.... dolayisiyla arkadaslar sir için izlenir bu film....,positive
animasyonlari severim fakat nedense bunu hiç sevmedim .,negative
böyle dövüs filmi görmedim spr hele lui kang;in tüm serisinin oyunlarini oynadim mesela armegedon yeni çikani spr oyun.,negative
çok sahane bir film olmasa da yine de eglenceli ve kolay izlenen bir film.vakit geçirmek için ideal..,positive
arkadslar recebi ben çok severim 2 filminide çok beyenerek izledim ama 3.sünde hayal kirikligina ugradim sahandan hic beklemezdim bir de fragmanlarda herseyi gostermis o cok kotu sinemada gorunce hic gulemiyomusun.,negative
bu gerçek anlamda bir basyapit.izledikten sonra üzerinde düsündügünüzde ve sonra tekrar izlediginizde ne kadar muhtesem bir yapit oldugunu daha iyi anliyorsunuz.hal izlemediyseniz daha fazla geç kalmayin bence.,positive
her yönüyle süper bir film... kesinlikle izleyin .,positive
tavsiyem size sakin izlemeyin. butun film bi cenazede geciyor soguk sacma ingiliz esprileri dolu hep. tamamen vakit kaybi son yarim saatini bekleyemeden kapattim uzak durun....,negative
diyalog zaten oyuncu azligi nedeniyle yok.basrol oyunculari dr.neville ve sam oldugu için çok diyalog geçmesi beklenmez.geçmiste yasanan kaosu daha iyi anlatabilirdi.vampirler bilgisayar oyunundan firlamis gibiydi.bunlarin yaninda will smith için izlenme niteligne sahip bir film..,positive
filmi bugün izledim evliliginde ve yasadigi iliskide sorunlari olanlar mutlaka izlemeli hayatin biranda nsil degitigini ve kisaldigini gerilerek hemde fazlasiyla gerilerek izleyeceksiniz. klise bir konu olarak görülebilir ama oyuncularin performansi ve yaklasim güzel.,positive
aslinda film hakkinda söylenecek çok sey yok.çünkü tek kelime ile harikaydi...dünyada bu filmi izlememis kimseler kalmamali...siddetle tavsiye ederim...,positive
filmi daha bugün izledim.efektler müthis hele hele dünyada nüfusu en çok olan bir sehiri bosaltmak çok ilginç.çok müthis buldum.ama filmin finali böyle olmamaliydi.ama hakini vermeliyim harika bir film..9.,positive
yildiz bile verilmez. izlerken sinirlerim harab oldu. o yarim yildiz da çekim kalitesine ve film müziklerinin güzel olmasina....,negative
"çok begendim! etkileyici ve sürükleyici harika bir film olmus. oyunculuk çok çok iyi! tavsiye ederim,mutlaka izlenmeli! .",positive
"jet liden daha iyi bir performans bekliyordum, dövüs sahneleri çok az, film bekledigim gibi çikmadi..",negative
90 larin en büyük gise fatihlerinden....,positive
gercek bir hikayeye dayanan film g.afrika cumhuriyetinde yasananlari göz önüne seriyor. gayet sicak ve samimi bir oyunculukla caniniz sikilmadan izleyeceginiz ve beyaz oldugunuzdan dolayi uzuleceginiz bir film..,positive
tvde defalarca izledigim ve hiç sikilmadigim bir aksiyondur.... .,positive
film tam anlamiyla fiyasko...bu cage neden bu tur sacma filmlerde oynuyo anlamiyorum...heralde para icin.,negative
"bu film olur da sinemaya gelirse sakin vakit harcamayin, yalnizca izleyecek dvd bulamadiginizda isinize yarayabilir",negative
"tarantino filmleri taklidi, cage'in hatirina gidip cage'in bu haline üzüldügüm kötü bir film..",negative
diger cekilecek devam filmlerini gormeden yorum yapmak dogru olmaz ama ilk film acisindan degerlendirmek gerekirse kayda deger bulmadim basit bi filmdi hatta sikici bile diyebilirim..,negative
10 puan üzerinden 0 vermek isterdim ama olmuyor!!! bence ameikan pastasiyla karsilastirmasinlar!.,negative
ne komediyi ne korkuyu iyi yansitmiyordu.çok bos bir film kimseye tavsiye etmem..,negative
çok iyi bir konu ancak bu kadar harcanabilirdi. aha bir seyler oldu olacak diye bekleye dururken filmin sonu geliyor..,negative
beni hayal kirikligina ugratan bir filmdi...,negative
bana göre süt ona göre çikolata.,positive
filmi çok begendim.her yasa hitap ediyor.izledigim fantastik filmler içinde en güzel olani.robert de niro ve hayaletler gerçekten güzel olmus.herkeze tavsiye ederim pisman olmazsiniz....,positive
"bekledigimi bulamadim. siradan sahneleriyle,bol mesaj kaygisiyla çekilmis üstelik filmin daha ilk yarisinda neler olacagini tahmin ettik.",negative
bir kere baslangici ile sonu ofsayt.izlemeye deymez bir film..,negative
"bu film gerçekten çok beklenilen bir filmdi, ancak önceki serileri kadar güzel degil. ama izlesenizde bisey kaybetmis olmazsiniz....",negative
türk sinemasinin yüzaklarindan biri.. hele de eskiya filminden sonra yeniden canlanmaya baslayan türk sinemasinin taçlandirilmasi bu film.. muhtesem. on verdim helal olsun,positive
güldügüm sahneler 3 yada 4ü geçmez..:/.,negative
göbegini kapatamayan kazagiyla kiçinin çatalini gösteren sortuyla ve enteresan hareketleriyle jack blackin pek bir güldürdügü film.,positive
destere rezaletinden sonra bunu da görmek varmis... vah benim sinemam vah!.,negative
2003 yilinda japonlarin çektigi göz filmine ki zaten senaryo japonlara ait...çok benziyor... o vakit japonlarin yaptigini da begenmistim ama gerçekten hollywoodu geçemiyorlar bu film çok daha güzel diebilirim yalniz senaryonun küçük yerlerrinde oynamalar var...ama mutlaka izlein derim....,positive
üçlemenin en berbat ve en amaçsiz filmi. ayrica filmde hiç kalite hiç özen yok. salonda gülenler büyük çogunlukla çocuklardi oda küfürlü sahnelere. bence izlemeye degmez gereksiz bir film....,negative
arkadaslar senaryo gerçekten çok güzel; ama film teknik hata dolu.çok da güzel bir film yapamamislar.her seyde oldugu gibi bu filmde de iki asik var!!!.,negative
"nicolas cage'e neler oluyor? rtesmen son zamanlarda felaket ötesi filmlerde kendini harciyor... firtinali hayatlar, lanetli ada vasatinda altinda. adi ve karizmasi kullaniliyor resmen baska birsey degil.....bir tek savas tanrisi iyiydi.....",negative
"çok iyi bir filmdi, politik filmleri sevenler için ideal. aksiyon arayanlar izlemesin, film daha çok ikili diyaloglar seklinde geçiyor. bir ülkede özgürlügün ve özellikle özel hayata sayginin ne kadar anlamli oldugunu anlatan bir film. tavsiye ederim....",positive
bu adama bayiliyorum bence izlenmesi gereken bir film çok aksiyonlu degisik yanliz ilk izlediginizde anlam veremiyorsunuz ama ikinci izlediginizde çok zevkli oluyor bu arada filmin dvd si de çikti bence kaçirmayin herkese tavsiye ederim .,positive
